uid,date,time,suspects,refuses,confirmado,deads,local,cases,comments,broadcast,deaths,uf,index
11.0,2020-03-25,,,,,,,5,,,0,RO,
12.0,2020-03-25,,,,,,,23,,,0,AC,
13.0,2020-03-25,,,,,,,54,,,1,AM,
14.0,2020-03-25,,,,,,,8,,,0,RR,
15.0,2020-03-25,,,,,,,7,,,0,PA,
16.0,2020-03-25,,,,,,,1,,,0,AP,
17.0,2020-03-25,,,,,,,7,,,0,TO,
21.0,2020-03-25,,,,,,,8,,,0,MA,
22.0,2020-03-25,,,,,,,8,,,0,PI,
23.0,2020-03-25,,,,,,,200,,,0,CE,
24.0,2020-03-25,,,,,,,14,,,0,RN,
25.0,2020-03-25,,,,,,,3,,,0,PB,
26.0,2020-03-25,,,,,,,46,,,1,PE,
27.0,2020-03-25,,,,,,,11,,,0,AL,
28.0,2020-03-25,,,,,,,16,,,0,SE,
29.0,2020-03-25,,,,,,,84,,,0,BA,
31.0,2020-03-25,,,,,,,133,,,0,MG,
32.0,2020-03-25,,,,,,,39,,,0,ES,
33.0,2020-03-25,,,,,,,370,,,6,RJ,
35.0,2020-03-25,,,,,,,862,,,48,SP,
41.0,2020-03-25,,,,,,,81,,,0,PR,
42.0,2020-03-25,,,,,,,109,,,0,SC,
43.0,2020-03-25,,,,,,,123,,,1,RS,
50.0,2020-03-25,,,,,,,24,,,0,MS,
51.0,2020-03-25,,,,,,,8,,,0,MT,
52.0,2020-03-25,,,,,,,29,,,0,GO,
53.0,2020-03-25,,,,,,,160,,,0,DF,
11.0,2020-03-24,,,,,,,3,,,0,RO,
12.0,2020-03-24,,,,,,,17,,,0,AC,
13.0,2020-03-24,,,,,,,47,,,0,AM,
14.0,2020-03-24,,,,,,,2,,,0,RR,
15.0,2020-03-24,,,,,,,5,,,0,PA,
16.0,2020-03-24,,,,,,,1,,,0,AP,
17.0,2020-03-24,,,,,,,7,,,0,TO,
21.0,2020-03-24,,,,,,,8,,,0,MA,
22.0,2020-03-24,,,,,,,6,,,0,PI,
23.0,2020-03-24,,,,,,,182,,,0,CE,
24.0,2020-03-24,,,,,,,13,,,0,RN,
25.0,2020-03-24,,,,,,,3,,,0,PB,
26.0,2020-03-24,,,,,,,42,,,0,PE,
27.0,2020-03-24,,,,,,,7,,,0,AL,
28.0,2020-03-24,,,,,,,15,,,0,SE,
29.0,2020-03-24,,,,,,,76,,,0,BA,
31.0,2020-03-24,,,,,,,130,,,0,MG,
32.0,2020-03-24,,,,,,,33,,,0,ES,
33.0,2020-03-24,,,,,,,305,,,6,RJ,
35.0,2020-03-24,,,,,,,810,,,40,SP,
41.0,2020-03-24,,,,,,,65,,,0,PR,
42.0,2020-03-24,,,,,,,107,,,0,SC,
43.0,2020-03-24,,,,,,,98,,,0,RS,
50.0,2020-03-24,,,,,,,23,,,0,MS,
51.0,2020-03-24,,,,,,,7,,,0,MT,
52.0,2020-03-24,,,,,,,27,,,0,GO,
53.0,2020-03-24,,,,,,,160,,,0,DF,
11.0,2020-03-23,,,,,,,3,,,0,RO,
12.0,2020-03-23,,,,,,,11,,,0,AC,
13.0,2020-03-23,,,,,,,32,,,0,AM,
14.0,2020-03-23,,,,,,,2,,,0,RR,
15.0,2020-03-23,,,,,,,5,,,0,PA,
16.0,2020-03-23,,,,,,,1,,,0,AP,
17.0,2020-03-23,,,,,,,5,,,0,TO,
21.0,2020-03-23,,,,,,,2,,,0,MA,
22.0,2020-03-23,,,,,,,6,,,0,PI,
23.0,2020-03-23,,,,,,,163,,,0,CE,
24.0,2020-03-23,,,,,,,13,,,0,RN,
25.0,2020-03-23,,,,,,,2,,,0,PB,
26.0,2020-03-23,,,,,,,42,,,0,PE,
27.0,2020-03-23,,,,,,,7,,,0,AL,
28.0,2020-03-23,,,,,,,10,,,0,SE,
29.0,2020-03-23,,,,,,,63,,,0,BA,
31.0,2020-03-23,,,,,,,128,,,0,MG,
32.0,2020-03-23,,,,,,,29,,,0,ES,
33.0,2020-03-23,,,,,,,233,,,4,RJ,
35.0,2020-03-23,,,,,,,745,,,30,SP,
41.0,2020-03-23,,,,,,,56,,,0,PR,
42.0,2020-03-23,,,,,,,68,,,0,SC,
43.0,2020-03-23,,,,,,,86,,,0,RS,
50.0,2020-03-23,,,,,,,21,,,0,MS,
51.0,2020-03-23,,,,,,,2,,,0,MT,
52.0,2020-03-23,,,,,,,23,,,0,GO,
53.0,2020-03-23,,,,,,,133,,,0,DF,
11.0,2020-03-22,,,,,,,3,,,0,RO,
12.0,2020-03-22,,,,,,,11,,,0,AC,
13.0,2020-03-22,,,,,,,26,,,0,AM,
14.0,2020-03-22,,,,,,,2,,,0,RR,
15.0,2020-03-22,,,,,,,4,,,0,PA,
16.0,2020-03-22,,,,,,,1,,,0,AP,
17.0,2020-03-22,,,,,,,2,,,0,TO,
21.0,2020-03-22,,,,,,,2,,,0,MA,
22.0,2020-03-22,,,,,,,4,,,0,PI,
23.0,2020-03-22,,,,,,,112,,,0,CE,
24.0,2020-03-22,,,,,,,9,,,0,RN,
25.0,2020-03-22,,,,,,,1,,,0,PB,
26.0,2020-03-22,,,,,,,37,,,0,PE,
27.0,2020-03-22,,,,,,,7,,,0,AL,
28.0,2020-03-22,,,,,,,10,,,0,SE,
29.0,2020-03-22,,,,,,,49,,,0,BA,
31.0,2020-03-22,,,,,,,83,,,0,MG,
32.0,2020-03-22,,,,,,,26,,,0,ES,
33.0,2020-03-22,,,,,,,186,,,3,RJ,
35.0,2020-03-22,,,,,,,631,,,22,SP,
41.0,2020-03-22,,,,,,,50,,,0,PR,
42.0,2020-03-22,,,,,,,57,,,0,SC,
43.0,2020-03-22,,,,,,,72,,,0,RS,
50.0,2020-03-22,,,,,,,21,,,0,MS,
51.0,2020-03-22,,,,,,,2,,,0,MT,
52.0,2020-03-22,,,,,,,21,,,0,GO,
53.0,2020-03-22,,,,,,,117,,,0,DF,
11.0,2020-03-21,,,,,,,1,,,0,RO,
12.0,2020-03-21,,,,,,,9,,,0,AC,
13.0,2020-03-21,,,,,,,11,,,0,AM,
14.0,2020-03-21,,,,,,,0,,,0,RR,
15.0,2020-03-21,,,,,,,2,,,0,PA,
16.0,2020-03-21,,,,,,,1,,,0,AP,
17.0,2020-03-21,,,,,,,2,,,0,TO,
21.0,2020-03-21,,,,,,,1,,,0,MA,
22.0,2020-03-21,,,,,,,4,,,0,PI,
23.0,2020-03-21,,,,,,,68,,,0,CE,
24.0,2020-03-21,,,,,,,6,,,0,RN,
25.0,2020-03-21,,,,,,,1,,,0,PB,
26.0,2020-03-21,,,,,,,30,,,0,PE,
27.0,2020-03-21,,,,,,,7,,,0,AL,
28.0,2020-03-21,,,,,,,10,,,0,SE,
29.0,2020-03-21,,,,,,,41,,,0,BA,
31.0,2020-03-21,,,,,,,38,,,0,MG,
32.0,2020-03-21,,,,,,,26,,,0,ES,
33.0,2020-03-21,,,,,,,119,,,3,RJ,
35.0,2020-03-21,,,,,,,459,,,15,SP,
41.0,2020-03-21,,,,,,,43,,,0,PR,
42.0,2020-03-21,,,,,,,51,,,0,SC,
43.0,2020-03-21,,,,,,,60,,,0,RS,
50.0,2020-03-21,,,,,,,16,,,0,MS,
51.0,2020-03-21,,,,,,,2,,,0,MT,
52.0,2020-03-21,,,,,,,20,,,0,GO,
53.0,2020-03-21,,,,,,,100,,,0,DF,
11.0,2020-03-20,,,,,,,1,,,0,RO,
12.0,2020-03-20,,,,,,,7,,,0,AC,
13.0,2020-03-20,,,,,,,3,,,0,AM,
14.0,2020-03-20,,,,,,,0,,,0,RR,
15.0,2020-03-20,,,,,,,2,,,0,PA,
16.0,2020-03-20,,,,,,,1,,,0,AP,
17.0,2020-03-20,,,,,,,1,,,0,TO,
21.0,2020-03-20,,,,,,,0,,,0,MA,
22.0,2020-03-20,,,,,,,3,,,0,PI,
23.0,2020-03-20,,,,,,,55,,,0,CE,
24.0,2020-03-20,,,,,,,1,,,0,RN,
25.0,2020-03-20,,,,,,,1,,,0,PB,
26.0,2020-03-20,,,,,,,30,,,0,PE,
27.0,2020-03-20,,,,,,,5,,,0,AL,
28.0,2020-03-20,,,,,,,6,,,0,SE,
29.0,2020-03-20,,,,,,,33,,,0,BA,
31.0,2020-03-20,,,,,,,35,,,0,MG,
32.0,2020-03-20,,,,,,,13,,,0,ES,
33.0,2020-03-20,,,,,,,109,,,2,RJ,
35.0,2020-03-20,,,,,,,396,,,9,SP,
41.0,2020-03-20,,,,,,,32,,,0,PR,
42.0,2020-03-20,,,,,,,21,,,0,SC,
43.0,2020-03-20,,,,,,,37,,,0,RS,
50.0,2020-03-20,,,,,,,9,,,0,MS,
51.0,2020-03-20,,,,,,,1,,,0,MT,
52.0,2020-03-20,,,,,,,15,,,0,GO,
53.0,2020-03-20,,,,,,,87,,,0,DF,
11.0,2020-03-19,,,,,,,0,,,0,RO,
12.0,2020-03-19,,,,,,,3,,,0,AC,
13.0,2020-03-19,,,,,,,3,,,0,AM,
14.0,2020-03-19,,,,,,,0,,,0,RR,
15.0,2020-03-19,,,,,,,1,,,0,PA,
16.0,2020-03-19,,,,,,,0,,,0,AP,
17.0,2020-03-19,,,,,,,1,,,0,TO,
21.0,2020-03-19,,,,,,,0,,,0,MA,
22.0,2020-03-19,,,,,,,0,,,0,PI,
23.0,2020-03-19,,,,,,,20,,,0,CE,
24.0,2020-03-19,,,,,,,1,,,0,RN,
25.0,2020-03-19,,,,,,,1,,,0,PB,
26.0,2020-03-19,,,,,,,28,,,0,PE,
27.0,2020-03-19,,,,,,,4,,,0,AL,
28.0,2020-03-19,,,,,,,6,,,0,SE,
29.0,2020-03-19,,,,,,,30,,,0,BA,
31.0,2020-03-19,,,,,,,29,,,0,MG,
32.0,2020-03-19,,,,,,,11,,,0,ES,
33.0,2020-03-19,,,,,,,65,,,2,RJ,
35.0,2020-03-19,,,,,,,286,,,4,SP,
41.0,2020-03-19,,,,,,,23,,,0,PR,
42.0,2020-03-19,,,,,,,20,,,0,SC,
43.0,2020-03-19,,,,,,,28,,,0,RS,
50.0,2020-03-19,,,,,,,7,,,0,MS,
51.0,2020-03-19,,,,,,,0,,,0,MT,
52.0,2020-03-19,,,,,,,12,,,0,GO,
53.0,2020-03-19,,,,,,,42,,,0,DF,
11.0,2020-03-18,20:00,61.0,2.0,0.0,0.0,0,0,,0,0,RO,
12.0,2020-03-18,20:00,12.0,0.0,0.0,0.0,0,0,,0,0,AC,
13.0,2020-03-18,20:00,18.0,26.0,0.0,0.0,0,1,,0,0,AM,
14.0,2020-03-18,20:00,9.0,0.0,0.0,0.0,0,0,,0,0,RR,
15.0,2020-03-18,20:00,43.0,23.0,0.0,0.0,0,0,,0,0,PA,
16.0,2020-03-18,20:00,15.0,0.0,0.0,0.0,0,0,,0,0,AP,
17.0,2020-03-18,20:00,13.0,0.0,0.0,0.0,0,0,,0,0,TO,
21.0,2020-03-18,20:00,125.0,13.0,0.0,0.0,0,0,,0,0,MA,
22.0,2020-03-18,20:00,12.0,2.0,0.0,0.0,0,0,,0,0,PI,
23.0,2020-03-18,20:00,493.0,89.0,0.0,0.0,0,9,,0,0,CE,
24.0,2020-03-18,20:00,108.0,22.0,0.0,0.0,0,1,,0,0,RN,
25.0,2020-03-18,20:00,85.0,11.0,0.0,0.0,0,0,,0,0,PB,
26.0,2020-03-18,20:00,89.0,23.0,0.0,0.0,0,16,,0,0,PE,
27.0,2020-03-18,20:00,43.0,22.0,0.0,0.0,0,1,0,0,0,AL,
28.0,2020-03-18,20:00,15.0,11.0,0.0,0.0,0,5,0,0,0,SE,
29.0,2020-03-18,20:00,573.0,36.0,0.0,0.0,0,3,0,TRUE,0,BA,
31.0,2020-03-18,20:00,925.0,104.0,0.0,0.0,0,15,0,0,0,MG,
32.0,2020-03-18,20:00,71.0,21.0,0.0,0.0,0,9,0,0,0,ES,
33.0,2020-03-18,20:00,1254.0,148.0,0.0,0.0,0,45,Transmissão comunitária no município do Rio de Janeiro,TRUE,0,RJ,
35.0,2020-03-18,20:00,5334.0,596.0,0.0,0.0,0,240,Transmissão comunitária no município de São Paulo.,TRUE,4,SP,
41.0,2020-03-18,20:00,400.0,119.0,0.0,0.0,0,13,0,0,0,PR,
42.0,2020-03-18,20:00,346.0,47.0,0.0,0.0,0,10,0,0,0,SC,
43.0,2020-03-18,20:00,416.0,330.0,0.0,0.0,0,19,0,0,0,RS,
50.0,2020-03-18,20:00,93.0,26.0,0.0,0.0,0,7,0,0,0,MS,
51.0,2020-03-18,20:00,45.0,8.0,0.0,0.0,0,0,0,0,0,MT,
52.0,2020-03-18,20:00,353.0,55.0,0.0,0.0,0,8,0,0,0,GO,
53.0,2020-03-18,20:00,327.0,107.0,0.0,0.0,0,26,0,0,0,DF,
11.0,2020-03-17,18:10,38.0,3.0,0.0,0.0,0,0,0,0,0,RO,
12.0,2020-03-17,18:10,8.0,0.0,0.0,0.0,0,0,0,0,0,AC,
13.0,2020-03-17,18:10,7.0,19.0,0.0,0.0,0,1,0,0,0,AM,
14.0,2020-03-17,18:10,5.0,0.0,0.0,0.0,0,0,0,0,0,RR,
15.0,2020-03-17,18:10,21.0,22.0,0.0,0.0,0,0,0,0,0,PA,
16.0,2020-03-17,18:10,6.0,0.0,0.0,0.0,0,0,0,0,0,AP,
17.0,2020-03-17,18:10,11.0,0.0,0.0,0.0,0,0,0,0,0,TO,
21.0,2020-03-17,18:10,52.0,8.0,0.0,0.0,0,0,0,0,0,MA,
22.0,2020-03-17,18:10,14.0,4.0,0.0,0.0,0,0,0,0,0,PI,
23.0,2020-03-17,18:10,211.0,95.0,0.0,0.0,0,5,0,0,0,CE,
24.0,2020-03-17,18:10,72.0,21.0,0.0,0.0,0,1,0,0,0,RN,
25.0,2020-03-17,18:10,48.0,15.0,0.0,0.0,0,0,0,0,0,PB,
26.0,2020-03-17,18:10,71.0,33.0,0.0,0.0,0,16,0,0,0,PE,
27.0,2020-03-17,18:10,34.0,20.0,0.0,0.0,0,1,0,0,0,AL,
28.0,2020-03-17,18:10,7.0,12.0,0.0,0.0,0,4,0,0,0,SE,
29.0,2020-03-17,18:10,375.0,59.0,0.0,0.0,0,3,0,TRUE,0,BA,
31.0,2020-03-17,18:10,563.0,99.0,0.0,0.0,0,7,0,0,0,MG,
32.0,2020-03-17,18:10,69.0,21.0,0.0,0.0,0,1,0,0,0,ES,
33.0,2020-03-17,18:10,859.0,194.0,0.0,0.0,0,33,Transmissão comunitária no município do Rio de Janeiro,TRUE,0,RJ,
35.0,2020-03-17,18:10,5047.0,709.0,0.0,0.0,0,164,Transmissão comunitária no município de São Paulo.,TRUE,1,SP,
41.0,2020-03-17,18:10,240.0,82.0,0.0,0.0,0,6,0,0,0,PR,
42.0,2020-03-17,18:10,220.0,55.0,0.0,0.0,0,7,0,0,0,SC,
43.0,2020-03-17,18:10,300.0,217.0,0.0,0.0,0,10,0,0,0,RS,
50.0,2020-03-17,18:10,44.0,45.0,0.0,0.0,0,4,0,0,0,MS,
51.0,2020-03-17,18:10,23.0,7.0,0.0,0.0,0,0,0,0,0,MT,
52.0,2020-03-17,18:10,221.0,54.0,0.0,0.0,0,6,0,0,0,GO,
53.0,2020-03-17,18:10,253.0,96.0,0.0,0.0,0,22,0,0,0,DF,
11.0,2020-03-16,15:50,2.0,1.0,0.0,0.0,0,0,0,0,0,RO,
12.0,2020-03-16,15:50,3.0,0.0,0.0,0.0,0,0,0,0,0,AC,
13.0,2020-03-16,15:50,0.0,7.0,0.0,0.0,0,1,0,0,0,AM,
14.0,2020-03-16,15:50,2.0,0.0,0.0,0.0,0,0,0,0,0,RR,
15.0,2020-03-16,15:50,1.0,22.0,0.0,0.0,0,0,0,0,0,PA,
16.0,2020-03-16,15:50,2.0,0.0,0.0,0.0,0,0,0,0,0,AP,
17.0,2020-03-16,15:50,3.0,0.0,0.0,0.0,0,0,0,0,0,TO,
21.0,2020-03-16,15:50,6.0,2.0,0.0,0.0,0,0,0,0,0,MA,
22.0,2020-03-16,15:50,2.0,3.0,0.0,0.0,0,0,0,0,0,PI,
23.0,2020-03-16,15:50,22.0,60.0,0.0,0.0,0,0,0,0,0,CE,
24.0,2020-03-16,15:50,14.0,15.0,0.0,0.0,0,1,0,0,0,RN,
25.0,2020-03-16,15:50,33.0,15.0,0.0,0.0,0,0,0,0,0,PB,
26.0,2020-03-16,15:50,18.0,23.0,0.0,0.0,0,2,0,0,0,PE,
27.0,2020-03-16,15:50,16.0,22.0,0.0,0.0,0,1,0,0,0,AL,
28.0,2020-03-16,15:50,1.0,11.0,0.0,0.0,0,1,0,0,0,SE,
29.0,2020-03-16,15:50,65.0,40.0,0.0,0.0,0,2,0,TRUE,0,BA,
31.0,2020-03-16,15:50,102.0,88.0,0.0,0.0,0,5,0,0,0,MG,
32.0,2020-03-16,15:50,50.0,21.0,0.0,0.0,0,1,0,0,0,ES,
33.0,2020-03-16,15:50,96.0,153.0,0.0,0.0,0,31,Transmissão comunitária no município do Rio de Janeiro,TRUE,0,RJ,
35.0,2020-03-16,15:50,1177.0,623.0,0.0,0.0,0,152,Transmissão comunitária no município de São Paulo.,TRUE,0,SP,
41.0,2020-03-16,15:50,85.0,83.0,0.0,0.0,0,6,0,0,0,PR,
42.0,2020-03-16,15:50,109.0,44.0,0.0,0.0,0,7,0,0,0,SC,
43.0,2020-03-16,15:50,119.0,218.0,0.0,0.0,0,6,0,0,0,RS,
50.0,2020-03-16,15:50,12.0,19.0,0.0,0.0,0,2,0,0,0,MS,
51.0,2020-03-16,15:50,14.0,7.0,0.0,0.0,0,0,0,0,0,MT,
52.0,2020-03-16,15:50,3.0,54.0,0.0,0.0,0,3,0,0,0,GO,
53.0,2020-03-16,15:50,107.0,93.0,0.0,0.0,0,13,0,0,0,DF,
11.0,2020-03-15,19:15,2.0,1.0,0.0,0.0,0,0,0,0,0,RO,
12.0,2020-03-15,19:15,3.0,0.0,0.0,0.0,0,0,0,0,0,AC,
13.0,2020-03-15,19:15,0.0,7.0,0.0,0.0,0,1,0,0,0,AM,
14.0,2020-03-15,19:15,2.0,0.0,0.0,0.0,0,0,0,0,0,RR,
15.0,2020-03-15,19:15,1.0,23.0,0.0,0.0,0,0,0,0,0,PA,
16.0,2020-03-15,19:15,1.0,0.0,0.0,0.0,0,0,0,0,0,AP,
17.0,2020-03-15,19:15,3.0,0.0,0.0,0.0,0,0,0,0,0,TO,
21.0,2020-03-15,19:15,6.0,2.0,0.0,0.0,0,0,0,0,0,MA,
22.0,2020-03-15,19:15,1.0,2.0,0.0,0.0,0,0,0,0,0,PI,
23.0,2020-03-15,19:15,22.0,59.0,0.0,0.0,0,0,0,0,0,CE,
24.0,2020-03-15,19:15,14.0,15.0,0.0,0.0,0,1,0,0,0,RN,
25.0,2020-03-15,19:15,27.0,11.0,0.0,0.0,0,0,0,0,0,PB,
26.0,2020-03-15,19:15,18.0,23.0,0.0,0.0,0,2,0,0,0,PE,
27.0,2020-03-15,19:15,14.0,21.0,0.0,0.0,0,1,0,0,0,AL,
28.0,2020-03-15,19:15,1.0,11.0,0.0,0.0,0,1,0,0,0,SE,
29.0,2020-03-15,19:15,65.0,36.0,0.0,0.0,0,2,0,TRUE,0,BA,
31.0,2020-03-15,19:15,106.0,85.0,0.0,0.0,0,2,0,0,0,MG,
32.0,2020-03-15,19:15,51.0,21.0,0.0,0.0,0,1,0,0,0,ES,
33.0,2020-03-15,19:15,95.0,147.0,0.0,0.0,0,24,Transmissão comunitária no município do Rio de Janeiro,TRUE,0,RJ,
35.0,2020-03-15,19:15,1125.0,551.0,0.0,0.0,0,136,Transmissão comunitária no município de São Paulo.,TRUE,0,SP,
41.0,2020-03-15,19:15,80.0,50.0,0.0,0.0,0,6,0,0,0,PR,
42.0,2020-03-15,19:15,102.0,41.0,0.0,0.0,0,6,0,0,0,SC,
43.0,2020-03-15,19:15,66.0,217.0,0.0,0.0,0,6,0,0,0,RS,
50.0,2020-03-15,19:15,15.0,16.0,0.0,0.0,0,0,0,0,0,MS,
51.0,2020-03-15,19:15,8.0,7.0,0.0,0.0,0,0,0,0,0,MT,
52.0,2020-03-15,19:15,4.0,49.0,0.0,0.0,0,3,0,0,0,GO,
53.0,2020-03-15,19:15,81.0,91.0,0.0,0.0,0,8,0,0,0,DF,
11.0,2020-03-14,16:25,2.0,1.0,0.0,0.0,0,0,0,0,0,RO,
12.0,2020-03-14,16:25,3.0,0.0,0.0,0.0,0,0,0,0,0,AC,
13.0,2020-03-14,16:25,1.0,7.0,0.0,0.0,0,0,0,0,0,AM,
15.0,2020-03-14,16:25,1.0,20.0,0.0,0.0,0,0,0,0,0,PA,
17.0,2020-03-14,16:25,2.0,0.0,0.0,0.0,0,0,0,0,0,TO,
21.0,2020-03-14,16:25,6.0,2.0,0.0,0.0,0,0,0,0,0,MA,
22.0,2020-03-14,16:25,1.0,2.0,0.0,0.0,0,0,0,0,0,PI,
23.0,2020-03-14,16:25,22.0,59.0,0.0,0.0,0,0,0,0,0,CE,
24.0,2020-03-14,16:25,12.0,15.0,0.0,0.0,0,1,0,0,0,RN,
25.0,2020-03-14,16:25,11.0,11.0,0.0,0.0,0,0,0,0,0,PB,
26.0,2020-03-14,16:25,18.0,23.0,0.0,0.0,0,2,0,0,0,PE,
27.0,2020-03-14,16:25,6.0,7.0,0.0,0.0,0,1,0,0,0,AL,
28.0,2020-03-14,16:25,4.0,3.0,0.0,0.0,0,0,0,0,0,SE,
29.0,2020-03-14,16:25,65.0,36.0,0.0,0.0,0,2,0,TRUE,0,BA,
31.0,2020-03-14,16:25,106.0,85.0,0.0,0.0,0,2,0,0,0,MG,
32.0,2020-03-14,16:25,51.0,21.0,0.0,0.0,0,1,0,0,0,ES,
33.0,2020-03-14,16:25,76.0,147.0,0.0,0.0,0,22,Transmissão comunitária no município do Rio de Janeiro,TRUE,0,RJ,
35.0,2020-03-14,16:25,752.0,545.0,0.0,0.0,0,65,Transmissão comunitária no município de São Paulo.,TRUE,0,SP,
41.0,2020-03-14,16:25,60.0,50.0,0.0,0.0,0,6,0,0,0,PR,
42.0,2020-03-14,16:25,85.0,39.0,0.0,0.0,0,4,0,0,0,SC,
43.0,2020-03-14,16:25,80.0,203.0,0.0,0.0,0,6,0,0,0,RS,
50.0,2020-03-14,16:25,15.0,16.0,0.0,0.0,0,0,0,0,0,MS,
51.0,2020-03-14,16:25,6.0,7.0,0.0,0.0,0,0,0,0,0,MT,
52.0,2020-03-14,16:25,4.0,49.0,0.0,0.0,0,3,0,0,0,GO,
53.0,2020-03-14,16:25,107.0,65.0,0.0,0.0,0,6,0,0,0,DF,
11.0,2020-03-13,15:45,2.0,1.0,0.0,0.0,0,0,0,0,0,RO,
12.0,2020-03-13,15:45,3.0,0.0,0.0,0.0,0,0,0,0,0,AC,
13.0,2020-03-13,15:45,1.0,7.0,0.0,0.0,0,0,0,0,0,AM,
15.0,2020-03-13,15:45,1.0,20.0,0.0,0.0,0,0,0,0,0,PA,
17.0,2020-03-13,15:45,2.0,0.0,0.0,0.0,0,0,0,0,0,TO,
21.0,2020-03-13,15:45,6.0,2.0,0.0,0.0,0,0,0,0,0,MA,
22.0,2020-03-13,15:45,1.0,2.0,0.0,0.0,0,0,0,0,0,PI,
23.0,2020-03-13,15:45,22.0,59.0,0.0,0.0,0,0,0,0,0,CE,
24.0,2020-03-13,15:45,12.0,15.0,0.0,0.0,0,1,0,0,0,RN,
25.0,2020-03-13,15:45,16.0,6.0,0.0,0.0,0,0,0,0,0,PB,
26.0,2020-03-13,15:45,18.0,23.0,0.0,0.0,0,2,0,0,0,PE,
27.0,2020-03-13,15:45,6.0,7.0,0.0,0.0,0,1,0,0,0,AL,
28.0,2020-03-13,15:45,2.0,3.0,0.0,0.0,0,0,0,0,0,SE,
29.0,2020-03-13,15:45,65.0,36.0,0.0,0.0,0,2,0,TRUE,0,BA,
31.0,2020-03-13,15:45,116.0,73.0,0.0,0.0,0,2,0,0,0,MG,
32.0,2020-03-13,15:45,51.0,21.0,0.0,0.0,0,1,0,0,0,ES,
33.0,2020-03-13,15:45,76.0,147.0,0.0,0.0,0,16,Transmissão comunitária no município do Rio de Janeiro,TRUE,0,RJ,
35.0,2020-03-13,15:45,753.0,529.0,0.0,0.0,0,56,Transmissão comunitária no município de São Paulo.,TRUE,0,SP,
41.0,2020-03-13,15:45,72.0,34.0,0.0,0.0,0,6,0,0,0,PR,
42.0,2020-03-13,15:45,77.0,34.0,0.0,0.0,0,2,0,0,0,SC,
43.0,2020-03-13,15:45,81.0,203.0,0.0,0.0,0,4,0,0,0,RS,
50.0,2020-03-13,15:45,15.0,16.0,0.0,0.0,0,0,0,0,0,MS,
51.0,2020-03-13,15:45,6.0,7.0,0.0,0.0,0,0,0,0,0,MT,
52.0,2020-03-13,15:45,6.0,46.0,0.0,0.0,0,3,0,0,0,GO,
53.0,2020-03-13,15:45,75.0,53.0,0.0,0.0,0,2,0,0,0,DF,
11.0,2020-03-12,16:20,2.0,1.0,0.0,0.0,0,0,0,0,0,RO,
12.0,2020-03-12,16:20,3.0,0.0,0.0,0.0,0,0,0,0,0,AC,
13.0,2020-03-12,16:20,1.0,7.0,0.0,0.0,0,0,0,0,0,AM,
15.0,2020-03-12,16:20,5.0,13.0,0.0,0.0,0,0,0,0,0,PA,
21.0,2020-03-12,16:20,6.0,2.0,0.0,0.0,0,0,0,0,0,MA,
22.0,2020-03-12,16:20,1.0,2.0,0.0,0.0,0,0,0,0,0,PI,
23.0,2020-03-12,16:20,22.0,42.0,0.0,0.0,0,0,0,0,0,CE,
24.0,2020-03-12,16:20,13.0,15.0,0.0,0.0,0,0,0,0,0,RN,
25.0,2020-03-12,16:20,10.0,6.0,0.0,0.0,0,0,0,0,0,PB,
26.0,2020-03-12,16:20,18.0,23.0,0.0,0.0,0,2,0,0,0,PE,
27.0,2020-03-12,16:20,6.0,7.0,0.0,0.0,0,1,0,0,0,AL,
28.0,2020-03-12,16:20,2.0,3.0,0.0,0.0,0,0,0,0,0,SE,
29.0,2020-03-12,16:20,65.0,36.0,0.0,0.0,0,2,0,TRUE,0,BA,
31.0,2020-03-12,16:20,117.0,22.0,0.0,0.0,0,1,0,0,0,MG,
32.0,2020-03-12,16:20,51.0,21.0,0.0,0.0,0,1,0,0,0,ES,
33.0,2020-03-12,16:20,76.0,146.0,0.0,0.0,0,16,Transmissão comunitária no município do Rio de Janeiro,TRUE,0,RJ,
35.0,2020-03-12,16:20,704.0,471.0,0.0,0.0,0,42,Transmissão comunitária no município de São Paulo.,TRUE,0,SP,
41.0,2020-03-12,16:20,54.0,29.0,0.0,0.0,0,6,0,0,0,PR,
42.0,2020-03-12,16:20,73.0,34.0,0.0,0.0,0,0,0,0,0,SC,
43.0,2020-03-12,16:20,81.0,183.0,0.0,0.0,0,4,0,0,0,RS,
50.0,2020-03-12,16:20,9.0,15.0,0.0,0.0,0,0,0,0,0,MS,
51.0,2020-03-12,16:20,6.0,7.0,0.0,0.0,0,0,0,0,0,MT,
52.0,2020-03-12,16:20,15.0,34.0,0.0,0.0,0,0,0,0,0,GO,
53.0,2020-03-12,16:20,82.0,44.0,0.0,0.0,0,2,0,0,0,DF,
11.0,2020-03-11,16:45,2.0,1.0,0.0,0.0,0,0,0,0,0,RO,
12.0,2020-03-11,16:45,3.0,0.0,0.0,0.0,0,0,0,0,0,AC,
13.0,2020-03-11,16:45,1.0,7.0,0.0,0.0,0,0,0,0,0,AM,
15.0,2020-03-11,16:45,5.0,13.0,0.0,0.0,0,0,0,0,0,PA,
21.0,2020-03-11,16:45,6.0,2.0,0.0,0.0,0,0,0,0,0,MA,
22.0,2020-03-11,16:45,1.0,2.0,0.0,0.0,0,0,0,0,0,PI,
23.0,2020-03-11,16:45,22.0,42.0,0.0,0.0,0,0,0,0,0,CE,
