uid,date,time,suspects,refuses,confirmado,deads,local,cases,comments,broadcast,deaths,uf,index
23.0,2020-02-01,12:00,1.0,0.0,0.0,0.0,0,0,0,0,0,CE,
31.0,2020-02-01,12:00,0.0,1.0,0.0,0.0,0,0,0,0,0,MG,
33.0,2020-02-01,12:00,0.0,1.0,0.0,0.0,0,0,0,0,0,RJ,
35.0,2020-02-01,12:00,8.0,2.0,0.0,0.0,0,0,0,0,0,SP,
41.0,2020-02-01,12:00,1.0,1.0,0.0,0.0,0,0,0,0,0,PR,
42.0,2020-02-01,12:00,2.0,2.0,0.0,0.0,0,0,0,0,0,SC,
43.0,2020-02-01,12:00,4.0,3.0,0.0,0.0,0,0,0,0,0,RS,
23.0,2020-01-31,12:00,1.0,0.0,0.0,0.0,0,0,0,0,0,CE,
31.0,2020-01-31,12:00,1.0,0.0,0.0,0.0,0,0,0,0,0,MG,
33.0,2020-01-31,12:00,0.0,1.0,0.0,0.0,0,0,0,0,0,RJ,
35.0,2020-01-31,12:00,7.0,2.0,0.0,0.0,0,0,0,0,0,SP,
41.0,2020-01-31,12:00,1.0,1.0,0.0,0.0,0,0,0,0,0,PR,
42.0,2020-01-31,12:00,1.0,2.0,0.0,0.0,0,0,0,0,0,SC,
43.0,2020-01-31,12:00,2.0,3.0,0.0,0.0,0,0,0,0,0,RS,
23.0,2020-01-30,16:00,1.0,0.0,0.0,0.0,0,0,0,0,0,CE,
31.0,2020-01-30,16:00,1.0,0.0,0.0,0.0,0,0,0,0,0,MG,
33.0,2020-01-30,16:00,1.0,0.0,0.0,0.0,0,0,0,0,0,RJ,
35.0,2020-01-30,16:00,3.0,1.0,0.0,0.0,0,0,0,0,0,SP,
41.0,2020-01-30,16:00,1.0,1.0,0.0,0.0,0,0,0,0,0,PR,
42.0,2020-01-30,16:00,0.0,2.0,0.0,0.0,0,0,0,0,0,SC,
43.0,2020-01-30,16:00,2.0,2.0,0.0,0.0,0,0,0,0,0,RS,
,2020-03-26,,,,,,,24,,,0,AC,
,2020-03-26,,,,,,,67,,,1,AM,
,2020-03-26,,,,,,,2,,,0,AP,
,2020-03-26,,,,,,,13,,,0,PA,
,2020-03-26,,,,,,,5,,,0,RO,
,2020-03-26,,,,,,,8,,,0,RR,
,2020-03-26,,,,,,,7,,,0,TO,
,2020-03-26,,,,,,,11,,,0,AL,
,2020-03-26,,,,,,,104,,,0,BA,
,2020-03-26,,,,,,,235,,,3,CE,
,2020-03-26,,,,,,,10,,,0,MA,
,2020-03-26,,,,,,,5,,,0,PB,
,2020-03-26,,,,,,,48,,,3,PE,
,2020-03-26,,,,,,,9,,,0,PI,
,2020-03-26,,,,,,,19,,,0,RN,
,2020-03-26,,,,,,,16,,,0,SE,
,2020-03-26,,,,,,,39,,,0,ES,
,2020-03-26,,,,,,,153,,,0,MG,
,2020-03-26,,,,,,,421,,,9,RJ,
,2020-03-26,,,,,,,1052,,,58,SP,
,2020-03-26,,,,,,,200,,,0,DF,
,2020-03-26,,,,,,,39,,,1,GO,
,2020-03-26,,,,,,,25,,,0,MS,
,2020-03-26,,,,,,,11,,,0,MT,
,2020-03-26,,,,,,,102,,,0,PR,
,2020-03-26,,,,,,,122,,,1,SC,
,2020-03-26,,,,,,,168,,,1,RS,
,2020-03-27,,,,,,,25,,,0,AC,3.0
,2020-03-27,,,,,,,81,,,1,AM,4.0
,2020-03-27,,,,,,,2,,,0,AP,5.0
,2020-03-27,,,,,,,13,,,0,PA,6.0
,2020-03-27,,,,,,,6,,,0,RO,7.0
,2020-03-27,,,,,,,10,,,0,RR,8.0
,2020-03-27,,,,,,,8,,,0,TO,9.0
,2020-03-27,,,,,,,11,,,0,AL,11.0
,2020-03-27,,,,,,,115,,,0,BA,12.0
,2020-03-27,,,,,,,282,,,3,CE,13.0
,2020-03-27,,,,,,,13,,,0,MA,14.0
,2020-03-27,,,,,,,9,,,0,PB,15.0
,2020-03-27,,,,,,,56,,,4,PE,16.0
,2020-03-27,,,,,,,9,,,0,PI,17.0
,2020-03-27,,,,,,,28,,,0,RN,18.0
,2020-03-27,,,,,,,16,,,0,SE,19.0
,2020-03-27,,,,,,,47,,,0,ES,21.0
,2020-03-27,,,,,,,189,,,0,MG,22.0
,2020-03-27,,,,,,,493,,,10,RJ,23.0
,2020-03-27,,,,,,,1223,,,68,SP,24.0
,2020-03-27,,,,,,,230,,,0,DF,26.0
,2020-03-27,,,,,,,49,,,1,GO,27.0
,2020-03-27,,,,,,,28,,,0,MS,28.0
,2020-03-27,,,,,,,11,,,0,MT,29.0
,2020-03-27,,,,,,,119,,,2,PR,31.0
,2020-03-27,,,,,,,149,,,1,SC,32.0
,2020-03-27,,,,,,,195,,,1,RS,33.0
