uid,suspects,refuses,confirmado,deads,local,cases,comments,broadcast,date,time,uf_x,uf_y
43,88,75,0,0,,0,,,07/03/2020,18:35,RS,RS
50,6,11,0,0,,0,,,07/03/2020,18:35,MS,MS
51,6,1,0,0,,0,,,07/03/2020,18:35,MT,MT
52,4,12,0,0,,0,,,07/03/2020,18:35,GO,GO
53,30,19,0,0,,1,,,07/03/2020,18:35,DF,DF
11,1,0,0,0,,0,,,08/03/2020,17:30,RO,RO
13,2,4,0,0,,0,,,08/03/2020,17:30,AM,AM
15,3,6,0,0,,0,,,08/03/2020,17:30,PA,PA
21,0,2,0,0,,0,,,08/03/2020,17:30,MA,MA
22,1,2,0,0,,0,,,08/03/2020,17:30,PI,PI
23,11,26,0,0,,0,,,08/03/2020,17:30,CE,CE
24,9,13,0,0,,0,,,08/03/2020,17:30,RN,RN
25,3,3,0,0,,0,,,08/03/2020,17:30,PB,PB
26,9,18,0,0,,0,,,08/03/2020,17:30,PE,PE
27,6,1,0,0,,1,,,08/03/2020,17:30,AL,AL
28,1,1,0,0,,0,,,08/03/2020,17:30,SE,SE
29,15,32,0,0,,2,,True,08/03/2020,17:30,BA,BA
31,122,17,0,0,,1,,,08/03/2020,17:30,MG,MG
32,1,12,0,0,,1,,,08/03/2020,17:30,ES,ES
33,110,67,0,0,,3,,,08/03/2020,17:30,RJ,RJ
35,176,258,0,0,,16,1 Portador assintomático,True,08/03/2020,17:30,SP,SP
41,22,20,0,0,,0,,,08/03/2020,17:30,PR,PR
42,44,26,0,0,,0,,,08/03/2020,17:30,SC,SC
43,88,75,0,0,,0,,,08/03/2020,17:30,RS,RS
50,6,11,0,0,,0,,,08/03/2020,17:30,MS,MS
51,5,2,0,0,,0,,,08/03/2020,17:30,MT,MT
52,4,12,0,0,,0,,,08/03/2020,17:30,GO,GO
53,24,24,0,0,,1,,,08/03/2020,17:30,DF,DF
11,2,1,0,0,,0,,,10/03/2020,16:05,RO,RO
12,3,0,0,0,,0,,,10/03/2020,16:05,AC,AC
13,3,4,0,0,,0,,,10/03/2020,16:05,AM,AM
15,5,12,0,0,,0,,,10/03/2020,16:05,PA,PA
21,2,2,0,0,,0,,,10/03/2020,16:05,MA,MA
22,1,2,0,0,,0,,,10/03/2020,16:05,PI,PI
23,22,42,0,0,,0,,,10/03/2020,16:05,CE,CE
24,15,13,0,0,,0,,,10/03/2020,16:05,RN,RN
25,5,6,0,0,,0,,,10/03/2020,16:05,PB,PB
26,12,22,0,0,,0,,,10/03/2020,16:05,PE,PE
27,6,1,0,0,,1,,,10/03/2020,16:05,AL,AL
28,2,3,0,0,,0,,,10/03/2020,16:05,SE,SE
29,46,35,0,0,,2,,True,10/03/2020,16:05,BA,BA
31,122,18,0,0,,1,,,10/03/2020,16:05,MG,MG
32,1,12,0,0,,1,,,10/03/2020,16:05,ES,ES
33,119,85,0,0,,8,,,10/03/2020,16:05,RJ,RJ
35,302,289,0,0,,19,1 Portador assintomático,True,10/03/2020,16:05,SP,SP
41,33,20,0,0,,0,,,10/03/2020,16:05,PR,PR
42,42,28,0,0,,0,,,10/03/2020,16:05,SC,SC
43,70,129,0,0,,1,,,10/03/2020,16:05,RS,RS
50,6,11,0,0,,0,,,10/03/2020,16:05,MS,MS
51,1,7,0,0,,0,,,10/03/2020,16:05,MT,MT
52,14,14,0,0,,0,,,10/03/2020,16:05,GO,GO
53,59,24,0,0,,1,,,10/03/2020,16:05,DF,DF
11,2,1,0,0,,0,,,11/03/2020,16:45,RO,RO
12,3,0,0,0,,0,,,11/03/2020,16:45,AC,AC
13,1,7,0,0,,0,,,11/03/2020,16:45,AM,AM
15,5,13,0,0,,0,,,11/03/2020,16:45,PA,PA
21,6,2,0,0,,0,,,11/03/2020,16:45,MA,MA
22,1,2,0,0,,0,,,11/03/2020,16:45,PI,PI
23,22,42,0,0,,0,,,11/03/2020,16:45,CE,CE
24,13,14,0,0,,0,,,11/03/2020,16:45,RN,RN
25,7,6,0,0,,0,,,11/03/2020,16:45,PB,PB
26,17,22,0,0,,0,,,11/03/2020,16:45,PE,PE
27,4,7,0,0,,1,,,11/03/2020,16:45,AL,AL
28,2,3,0,0,,0,,,11/03/2020,16:45,SE,SE
29,65,36,0,0,,2,,True,11/03/2020,16:45,BA,BA
31,117,22,0,0,,1,,,11/03/2020,16:45,MG,MG
32,31,13,0,0,,1,,,11/03/2020,16:45,ES,ES
33,87,133,0,0,,13,,,11/03/2020,16:45,RJ,RJ
35,263,320,0,0,,30,1 Portador assintomático,True,11/03/2020,16:45,SP,SP
41,49,27,0,0,,0,,,11/03/2020,16:45,PR,PR
42,47,32,0,0,,0,,,11/03/2020,16:45,SC,SC
43,67,159,0,0,,2,,,11/03/2020,16:45,RS,RS
50,6,11,0,0,,0,,,11/03/2020,16:45,MS,MS
51,1,7,0,0,,0,,,11/03/2020,16:45,MT,MT
52,17,28,0,0,,0,,,11/03/2020,16:45,GO,GO
53,74,28,0,0,,2,,,11/03/2020,16:45,DF,DF
11,2,1,0,0,,0,,,12/03/2020,16:20,RO,RO
12,3,0,0,0,,0,,,12/03/2020,16:20,AC,AC
13,1,7,0,0,,0,,,12/03/2020,16:20,AM,AM
15,5,13,0,0,,0,,,12/03/2020,16:20,PA,PA
21,6,2,0,0,,0,,,12/03/2020,16:20,MA,MA
22,1,2,0,0,,0,,,12/03/2020,16:20,PI,PI
23,22,42,0,0,,0,,,12/03/2020,16:20,CE,CE
24,13,15,0,0,,0,,,12/03/2020,16:20,RN,RN
25,10,6,0,0,,0,,,12/03/2020,16:20,PB,PB
26,18,23,0,0,,2,,,12/03/2020,16:20,PE,PE
27,6,7,0,0,,1,,,12/03/2020,16:20,AL,AL
28,2,3,0,0,,0,,,12/03/2020,16:20,SE,SE
29,65,36,0,0,,2,,True,12/03/2020,16:20,BA,BA
31,117,22,0,0,,1,,,12/03/2020,16:20,MG,MG
32,51,21,0,0,,1,,,12/03/2020,16:20,ES,ES
33,76,146,0,0,,16,Transmissão comunitária no município do Rio de Janeiro,True,12/03/2020,16:20,RJ,RJ
35,704,471,0,0,,42,Transmissão comunitária no município de São Paulo.,True,12/03/2020,16:20,SP,SP
41,54,29,0,0,,6,,,12/03/2020,16:20,PR,PR
42,73,34,0,0,,0,,,12/03/2020,16:20,SC,SC
43,81,183,0,0,,4,,,12/03/2020,16:20,RS,RS
50,9,15,0,0,,0,,,12/03/2020,16:20,MS,MS
51,6,7,0,0,,0,,,12/03/2020,16:20,MT,MT
52,15,34,0,0,,0,,,12/03/2020,16:20,GO,GO
53,82,44,0,0,,2,,,12/03/2020,16:20,DF,DF
11,2,1,0,0,,0,,,13/03/2020,15:45,RO,RO
12,3,0,0,0,,0,,,13/03/2020,15:45,AC,AC
13,1,7,0,0,,0,,,13/03/2020,15:45,AM,AM
15,1,20,0,0,,0,,,13/03/2020,15:45,PA,PA
17,2,0,0,0,,0,,,13/03/2020,15:45,TO,TO
21,6,2,0,0,,0,,,13/03/2020,15:45,MA,MA
22,1,2,0,0,,0,,,13/03/2020,15:45,PI,PI
23,22,59,0,0,,0,,,13/03/2020,15:45,CE,CE
24,12,15,0,0,,1,,,13/03/2020,15:45,RN,RN
25,16,6,0,0,,0,,,13/03/2020,15:45,PB,PB
26,18,23,0,0,,2,,,13/03/2020,15:45,PE,PE
27,6,7,0,0,,1,,,13/03/2020,15:45,AL,AL
28,2,3,0,0,,0,,,13/03/2020,15:45,SE,SE
29,65,36,0,0,,2,,True,13/03/2020,15:45,BA,BA
31,116,73,0,0,,2,,,13/03/2020,15:45,MG,MG
32,51,21,0,0,,1,,,13/03/2020,15:45,ES,ES
33,76,147,0,0,,16,Transmissão comunitária no município do Rio de Janeiro,True,13/03/2020,15:45,RJ,RJ
35,753,529,0,0,,56,Transmissão comunitária no município de São Paulo.,True,13/03/2020,15:45,SP,SP
41,72,34,0,0,,6,,,13/03/2020,15:45,PR,PR
42,77,34,0,0,,2,,,13/03/2020,15:45,SC,SC
43,81,203,0,0,,4,,,13/03/2020,15:45,RS,RS
50,15,16,0,0,,0,,,13/03/2020,15:45,MS,MS
51,6,7,0,0,,0,,,13/03/2020,15:45,MT,MT
52,6,46,0,0,,3,,,13/03/2020,15:45,GO,GO
53,75,53,0,0,,2,,,13/03/2020,15:45,DF,DF
11,2,1,0,0,,0,,,14/03/2020,16:25,RO,RO
12,3,0,0,0,,0,,,14/03/2020,16:25,AC,AC
13,1,7,0,0,,0,,,14/03/2020,16:25,AM,AM
15,1,20,0,0,,0,,,14/03/2020,16:25,PA,PA
17,2,0,0,0,,0,,,14/03/2020,16:25,TO,TO
21,6,2,0,0,,0,,,14/03/2020,16:25,MA,MA
22,1,2,0,0,,0,,,14/03/2020,16:25,PI,PI
23,22,59,0,0,,0,,,14/03/2020,16:25,CE,CE
24,12,15,0,0,,1,,,14/03/2020,16:25,RN,RN
25,11,11,0,0,,0,,,14/03/2020,16:25,PB,PB
26,18,23,0,0,,2,,,14/03/2020,16:25,PE,PE
27,6,7,0,0,,1,,,14/03/2020,16:25,AL,AL
28,4,3,0,0,,0,,,14/03/2020,16:25,SE,SE
29,65,36,0,0,,2,,True,14/03/2020,16:25,BA,BA
31,106,85,0,0,,2,,,14/03/2020,16:25,MG,MG
32,51,21,0,0,,1,,,14/03/2020,16:25,ES,ES
33,76,147,0,0,,22,Transmissão comunitária no município do Rio de Janeiro,True,14/03/2020,16:25,RJ,RJ
35,752,545,0,0,,65,Transmissão comunitária no município de São Paulo.,True,14/03/2020,16:25,SP,SP
41,60,50,0,0,,6,,,14/03/2020,16:25,PR,PR
42,85,39,0,0,,4,,,14/03/2020,16:25,SC,SC
43,80,203,0,0,,6,,,14/03/2020,16:25,RS,RS
50,15,16,0,0,,0,,,14/03/2020,16:25,MS,MS
51,6,7,0,0,,0,,,14/03/2020,16:25,MT,MT
52,4,49,0,0,,3,,,14/03/2020,16:25,GO,GO
53,107,65,0,0,,6,,,14/03/2020,16:25,DF,DF
11,2,1,0,0,,0,,,15/03/2020,19:15,RO,RO
12,3,0,0,0,,0,,,15/03/2020,19:15,AC,AC
13,0,7,0,0,,1,,,15/03/2020,19:15,AM,AM
14,2,0,0,0,,0,,,15/03/2020,19:15,RR,RR
15,1,23,0,0,,0,,,15/03/2020,19:15,PA,PA
16,1,0,0,0,,0,,,15/03/2020,19:15,AP,AP
17,3,0,0,0,,0,,,15/03/2020,19:15,TO,TO
21,6,2,0,0,,0,,,15/03/2020,19:15,MA,MA
22,1,2,0,0,,0,,,15/03/2020,19:15,PI,PI
23,22,59,0,0,,0,,,15/03/2020,19:15,CE,CE
24,14,15,0,0,,1,,,15/03/2020,19:15,RN,RN
25,27,11,0,0,,0,,,15/03/2020,19:15,PB,PB
26,18,23,0,0,,2,,,15/03/2020,19:15,PE,PE
27,14,21,0,0,,1,,,15/03/2020,19:15,AL,AL
28,1,11,0,0,,1,,,15/03/2020,19:15,SE,SE
29,65,36,0,0,,2,,True,15/03/2020,19:15,BA,BA
31,106,85,0,0,,2,,,15/03/2020,19:15,MG,MG
32,51,21,0,0,,1,,,15/03/2020,19:15,ES,ES
33,95,147,0,0,,24,Transmissão comunitária no município do Rio de Janeiro,True,15/03/2020,19:15,RJ,RJ
35,1125,551,0,0,,136,Transmissão comunitária no município de São Paulo.,True,15/03/2020,19:15,SP,SP
41,80,50,0,0,,6,,,15/03/2020,19:15,PR,PR
42,102,41,0,0,,6,,,15/03/2020,19:15,SC,SC
43,66,217,0,0,,6,,,15/03/2020,19:15,RS,RS
50,15,16,0,0,,0,,,15/03/2020,19:15,MS,MS
51,8,7,0,0,,0,,,15/03/2020,19:15,MT,MT
52,4,49,0,0,,3,,,15/03/2020,19:15,GO,GO
53,81,91,0,0,,8,,,15/03/2020,19:15,DF,DF
